congressman_id|congressman_name|congressman_nickname|date|value|object|to|code|parent_code|description|cost_center_id
45.94|Marina Rocha|Marina Rocha|2020-01-16 18:33:08|-266.50|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.95|Marina Rocha|Marina Rocha|2020-01-28 18:29:28|-39.13|FORNECIMENTO DE AGUA|FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA|III.d|III|Serviços de energia elétrica, água e esgoto|10
45.96|Marina Rocha|Marina Rocha|2019-12-02 18:43:01|-10.00|TAR CARTAO SERVICO EMP|BANCO ITAU|XI||Tarifas bancárias da conta corrente prevista no inciso II do art. 3º|28
45.97|Marina Rocha|Marina Rocha|2019-12-02 00:09:51|-902.24|CARTA NAO COMERCIAL|EMP. BRAS CORREIO E TELEGRAFOS - AGF POLO BINGEN|II||Serviços e produtos postais previstos nos contratos celebrados pela Assembleia Legislativa, vedadas as aquisições de selos e remessas de cartões postais, até o limite mensal inacumulável de 20% do valor da DOCIGP|5
45.98|Marina Rocha|Marina Rocha|2019-12-04 15:57:22|-253.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.99|Marina Rocha|Marina Rocha|2019-12-06 17:51:05|-280.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.100|Marina Rocha|Marina Rocha|2019-12-09 17:56:31|-270.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.101|Marina Rocha|Marina Rocha|2019-12-11 18:02:57|-260.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.102|Marina Rocha|Marina Rocha|2019-12-05 17:43:41|-245.04|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.103|Marina Rocha|Marina Rocha|2019-12-02 15:40:24|-8000.00|LOCAÇÃO DE VEICULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.104|Marina Rocha|Marina Rocha|2019-12-18 00:58:25|-269.93|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.105|Marina Rocha|Marina Rocha|2019-12-16 00:54:18|-260.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.106|Marina Rocha|Marina Rocha|2019-12-14 00:48:42|-265.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.107|Marina Rocha|Marina Rocha|2019-12-19 16:17:19|-256.35|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.108|Marina Rocha|Marina Rocha|2019-12-23 02:52:49|-273.09|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.109|Marina Rocha|Marina Rocha|2019-12-23 15:43:01|-1500.00|LOCAÇÃO DE IMOVEIS|ELIANE TERRA DE ABREU BRUCE KIND|III.a|III|Locação de imóveis|7
45.110|Marina Rocha|Marina Rocha|2019-12-26 15:45:35|-39.13|FORNECIMENTO DE AGUA|FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA|III.d|III|Serviços de energia elétrica, água e esgoto|10
45.111|Marina Rocha|Marina Rocha|2019-12-27 15:44:36|-2430.00|LOCAÇÃO DE VEICULO|G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.112|Marina Rocha|Marina Rocha|2019-12-23 02:51:52|-265.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.113|Marina Rocha|Marina Rocha|2019-12-27 21:58:30|-270.03|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.114|Marina Rocha|Marina Rocha|2019-12-27 22:20:00|-61524.57|DEVOLUÇAO DE SALDO ACUMULADO NO SEGUNDO SEMESTRE 2019|Assembleia Legislativa do Estado do Rio de Janeiro|4||Devolução de saldo|26
45.115|Marina Rocha|Marina Rocha|2019-12-27 22:01:41|-258.78|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA||||23
45.116|Marina Rocha|Marina Rocha|2019-12-03 17:36:54|-231.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA||||23
45.117|Marina Rocha|Marina Rocha|2019-12-31 15:47:19|-10.00|AJUSTE DE EXERCÍCIO 2019|Assembleia Legislativa do Estado do Rio de Janeiro||||26
45.118|Marina Rocha|Marina Rocha|2019-12-26 15:42:12|-770.52|ENERGIA ELETRICA|AMPLA ENERGIA E SERVIÇOS SA||||10
45.119|Marina Rocha|Marina Rocha|2019-11-30 02:15:38|-39.13|FORNECIMENTO DE AGUA|FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA|III.d|III|Serviços de energia elétrica, água e esgoto|10
45.120|Marina Rocha|Marina Rocha|2019-11-30 18:26:07|-1500.00|LOCACAO DE IMOVEIS|ELIANE TERRA DE ABREU BRUCE KIND|III.a|III|Locação de imóveis|7
45.121|Marina Rocha|Marina Rocha|2019-11-30 00:41:25|-2430.00|LOCACAO DE VEICULOS|G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.122|Marina Rocha|Marina Rocha|2019-11-26 20:28:39|-914.44|ENERGIA ELETRICA|AMPLA ENERGIA E SERVIÇOS SA|III.d|III|Serviços de energia elétrica, água e esgoto|10
45.123|Marina Rocha|Marina Rocha|2019-11-04 14:50:40|-265.67|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.124|Marina Rocha|Marina Rocha|2019-11-01 21:21:33|-10.00|TARIFA BANCARIA|BANCO ITAU|XI||Tarifas bancárias da conta corrente prevista no inciso II do art. 3º|28
45.125|Marina Rocha|Marina Rocha|2019-11-12 00:40:35|-8000.00|LOCAÇÃO DE VEICULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.126|Marina Rocha|Marina Rocha|2019-11-18 20:40:01|-265.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.127|Marina Rocha|Marina Rocha|2019-11-21 20:44:04|-240.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.128|Marina Rocha|Marina Rocha|2019-11-12 20:30:01|-260.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.129|Marina Rocha|Marina Rocha|2019-11-07 20:19:17|-262.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.130|Marina Rocha|Marina Rocha|2019-11-16 20:35:01|-245.99|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.131|Marina Rocha|Marina Rocha|2019-11-08 20:25:55|-264.99|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.132|Marina Rocha|Marina Rocha|2019-11-22 20:53:55|-274.34|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.133|Marina Rocha|Marina Rocha|2019-11-23 20:58:05|-273.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.134|Marina Rocha|Marina Rocha|2019-11-27 17:29:31|-250.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.135|Marina Rocha|Marina Rocha|2019-11-25 21:03:37|-257.10|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.136|Marina Rocha|Marina Rocha|2019-10-31 14:43:15|-258.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.137|Marina Rocha|Marina Rocha|2019-10-25 14:28:49|-260.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.138|Marina Rocha|Marina Rocha|2019-10-05 13:20:43|-250.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.139|Marina Rocha|Marina Rocha|2019-10-08 13:36:17|-241.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.140|Marina Rocha|Marina Rocha|2019-10-01 15:22:40|-10.00|TARIFA BANCARIA|BANCO ITAU|XI||Tarifas bancárias da conta corrente prevista no inciso II do art. 3º|28
45.141|Marina Rocha|Marina Rocha|2019-10-02 20:49:41|-245.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.142|Marina Rocha|Marina Rocha|2019-10-11 13:40:32|-270.03|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.143|Marina Rocha|Marina Rocha|2019-10-26 21:39:10|-200.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.144|Marina Rocha|Marina Rocha|2019-10-14 13:45:39|-250.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.145|Marina Rocha|Marina Rocha|2019-10-16 13:49:13|-240.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.146|Marina Rocha|Marina Rocha|2019-10-21 13:59:01|-248.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.147|Marina Rocha|Marina Rocha|2019-10-31 15:17:38|-1500.00|LOCAÇÃO DE IMOVEIS|ELIANE TERRA DE ABREU BRUCE KIND|III.a|III|Locação de imóveis|7
45.148|Marina Rocha|Marina Rocha|2019-10-31 15:39:09|-2430.00|LOCAÇÃO DE VEICULOS|G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.149|Marina Rocha|Marina Rocha|2019-10-28 20:05:12|-1046.61|ENERGIA ELETRICA|AMPLA ENERGIA E SERVIÇOS SA|III.d|III|Serviços de energia elétrica, água e esgoto|10
45.150|Marina Rocha|Marina Rocha|2019-10-31 20:41:00|-39.13|FORNECIMENTO DE AGUA|FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA|III.d|III|Serviços de energia elétrica, água e esgoto|10
45.151|Marina Rocha|Marina Rocha|2019-10-25 15:15:34|-300.00|DIARIA|RICHARD EQUEL CRESPO BRAGANÇA|X||Diárias para Parlamentar e de seus assessores, observando as formalidades e nos limites financeiros estabelecidos no ato da Mesa Diretora N/MD/ Nº 566/2011|27
45.152|Marina Rocha|Marina Rocha|2019-10-25 14:47:36|-300.00|DIARIA|MARINA PEREIRA  DA ROCHA FERNADEZ|X||Diárias para Parlamentar e de seus assessores, observando as formalidades e nos limites financeiros estabelecidos no ato da Mesa Diretora N/MD/ Nº 566/2011|27
45.153|Marina Rocha|Marina Rocha|2019-10-30 19:20:58|-3075.12|PASSAGENS AEREAS|GOL Linhas Aéreas S.A.|I||Passagens aéreas e terrestres|4
45.154|Marina Rocha|Marina Rocha|2019-10-28 18:15:44|-2000.00|PASSAGENS AEREAS|GOL Linhas Aéreas S.A.|I||Passagens aéreas e terrestres|4
45.155|Marina Rocha|Marina Rocha|2019-10-10 01:30:57|-8000.00|LOCAÇÃO DE VEICULOS|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.156|Marina Rocha|Marina Rocha|2019-10-23 14:24:24|-225.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.157|Marina Rocha|Marina Rocha|2019-09-02 14:50:55|-677.52|SERVIÇOS POSTAIS|EMP. BRAS CORREIO E TELEGRAFOS - AGF POLO BINGEN|II||Serviços e produtos postais previstos nos contratos celebrados pela Assembleia Legislativa, vedadas as aquisições de selos e remessas de cartões postais, até o limite mensal inacumulável de 20% do valor da DOCIGP|5
45.158|Marina Rocha|Marina Rocha|2019-09-05 19:34:29|-200.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.159|Marina Rocha|Marina Rocha|2019-09-10 19:54:24|-8000.00|LOCAÇÃO DE VEICULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.160|Marina Rocha|Marina Rocha|2019-09-09 19:38:22|-220.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.161|Marina Rocha|Marina Rocha|2019-09-04 19:29:52|-220.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.162|Marina Rocha|Marina Rocha|2019-09-10 17:07:50|-198.88|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.163|Marina Rocha|Marina Rocha|2019-09-16 19:05:08|-258.49|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.164|Marina Rocha|Marina Rocha|2019-09-14 18:48:02|-250.08|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.165|Marina Rocha|Marina Rocha|2019-09-25 20:08:57|-235.15|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.166|Marina Rocha|Marina Rocha|2019-09-25 20:26:36|-1500.00|LOCAÇÃO DE IMÓVEIS|ELIANE TERRA DE ABREU BRUCE KIND|III.a|III|Locação de imóveis|7
45.167|Marina Rocha|Marina Rocha|2019-09-21 20:33:06|-222.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.168|Marina Rocha|Marina Rocha|2019-09-19 20:19:59|-242.03|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.169|Marina Rocha|Marina Rocha|2019-09-24 19:56:29|-240.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.170|Marina Rocha|Marina Rocha|2019-09-30 19:39:08|-200.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.171|Marina Rocha|Marina Rocha|2019-09-30 19:50:03|-39.13|FORNECIMENTO DE AGUA|FONTES DA SERRA SANEAMENTO DE GUAPIMIRIM LTDA|III.d|III|Serviços de energia elétrica, água e esgoto|10
45.172|Marina Rocha|Marina Rocha|2019-09-28 19:20:07|-241.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.173|Marina Rocha|Marina Rocha|2019-09-27 19:16:53|-250.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.174|Marina Rocha|Marina Rocha|2019-09-27 19:13:17|-10.00|TARIFA BANCARIA|BANCO ITAU|XI||Tarifas bancárias da conta corrente prevista no inciso II do art. 3º|28
45.175|Marina Rocha|Marina Rocha|2019-09-30 19:57:16|-2430.00|LOCAÇÃO DE VEICULO|G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.176|Marina Rocha|Marina Rocha|2019-09-30 19:32:20|-255.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.177|Marina Rocha|Marina Rocha|2019-09-11 19:24:35|-66497.43|Devolução de saldo acumulado no 1º semestre de 2019|Assembleia Legislativa do Estado do Rio de Janeiro|4||Devolução de saldo|26
45.178|Marina Rocha|Marina Rocha|2019-09-24 15:23:05|-1081.40|ENERGIA ELETRICA|AMPLA ENERGIA E SERVIÇOS SA||||6
45.179|Marina Rocha|Marina Rocha|2019-08-19 18:31:28|-248.33|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.180|Marina Rocha|Marina Rocha|2019-08-27 19:59:38|-108.36|ENERGIA ELETRICA|AMPLA ENERGIA E SERVIÇOS SA|III||Manutenção do Gabinete Parlamentar e de Escritórios de Apoio à Atividade Parlamentar, até o limite mensal inacumulável de 20% do valor da DOCIGP|6
45.181|Marina Rocha|Marina Rocha|2019-08-23 17:58:18|-215.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.182|Marina Rocha|Marina Rocha|2019-08-26 18:08:33|-196.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.183|Marina Rocha|Marina Rocha|2019-08-28 18:02:25|-251.03|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.184|Marina Rocha|Marina Rocha|2019-08-31 14:42:10|-2430.00|LOCAÇÃO DE VEICULO|G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.185|Marina Rocha|Marina Rocha|2019-08-31 14:42:24|-1500.00|LOCAÇÃO DE IMOVEIS|ELIANE TERRA DE ABREU BRUCE KIND|III.a|III|Locação de imóveis|7
45.186|Marina Rocha|Marina Rocha|2019-08-12 15:36:06|-8000.00|LOCAÇÃO DE VEICULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.187|Marina Rocha|Marina Rocha|2019-08-14 18:10:15|-235.99|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.188|Marina Rocha|Marina Rocha|2019-08-16 18:18:27|-236.11|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.189|Marina Rocha|Marina Rocha|2019-08-21 18:24:46|-194.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.190|Marina Rocha|Marina Rocha|2019-08-30 19:13:28|-200.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.191|Marina Rocha|Marina Rocha|2019-08-31 19:19:02|-217.06|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.192|Marina Rocha|Marina Rocha|2019-07-26 17:23:19|-260.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.193|Marina Rocha|Marina Rocha|2019-07-03 17:20:41|-212.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.194|Marina Rocha|Marina Rocha|2019-07-05 17:32:32|-220.46|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.195|Marina Rocha|Marina Rocha|2019-07-04 17:29:22|-267.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.196|Marina Rocha|Marina Rocha|2019-07-11 17:46:26|-6500.00|LOCAÇÃO DE VEICULO|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.197|Marina Rocha|Marina Rocha|2019-07-01 17:16:52|-269.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.198|Marina Rocha|Marina Rocha|2019-07-15 17:01:49|-243.04|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.199|Marina Rocha|Marina Rocha|2019-07-19 17:13:37|-235.15|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.200|Marina Rocha|Marina Rocha|2019-07-29 17:26:35|-253.71|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.201|Marina Rocha|Marina Rocha|2019-07-24 17:20:14|-200.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.202|Marina Rocha|Marina Rocha|2019-07-18 17:09:52|-269.45|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.203|Marina Rocha|Marina Rocha|2019-07-12 16:51:41|-273.02|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.204|Marina Rocha|Marina Rocha|2019-07-31 18:00:33|-541.00|CGMP - SEM PARAR|CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA|VI||Outras despesas com locomoção|20
45.205|Marina Rocha|Marina Rocha|2019-07-31 18:21:08|-2430.00|LOCAÇÃO DE VEICULO|G.P. PORTILHO SERVIÇOS E LOCAÇÕES EIRELI|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.206|Marina Rocha|Marina Rocha|2019-07-09 17:38:18|-260.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.207|Marina Rocha|Marina Rocha|2019-07-30 17:33:21|-1500.00|LOCAÇÃO DE IMOVEL|ELIANE TERRA DE ABREU BRUCE KIND|III.a|III|Locação de imóveis|7
45.208|Marina Rocha|Marina Rocha|2019-06-11 20:49:24|-1289.60|CARTA NÃO COMERCIAL|EMP. BRAS. DE CORREIOS E TELEGRAFOS|II||Serviços e produtos postais previstos nos contratos celebrados pela Assembleia Legislativa, vedadas as aquisições de selos e remessas de cartões postais, até o limite mensal inacumulável de 20% do valor da DOCIGP|5
45.209|Marina Rocha|Marina Rocha|2019-06-11 17:28:39|-6500.00|Locação de Veículo|HORIZONTE LOCADORA DE VEÍCULOS|VI.a|VI|Locação ou fretamento de veículos automotores|21
45.210|Marina Rocha|Marina Rocha|2019-06-07 19:14:16|-382.25|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.211|Marina Rocha|Marina Rocha|2019-06-03 18:27:37|-251.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.212|Marina Rocha|Marina Rocha|2019-06-11 19:42:56|-230.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.213|Marina Rocha|Marina Rocha|2019-06-05 18:43:23|-252.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.214|Marina Rocha|Marina Rocha|2019-06-18 19:35:53|-270.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.215|Marina Rocha|Marina Rocha|2019-06-14 19:28:21|-240.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.216|Marina Rocha|Marina Rocha|2019-06-21 19:52:20|-260.01|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.217|Marina Rocha|Marina Rocha|2019-06-25 18:23:55|-275.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.218|Marina Rocha|Marina Rocha|2019-06-28 17:24:24|-1500.00|LOCAÇÃO DE IMOVEIS|ELIANE TERRA DE ABREU BRUCE KIND|III.a|III|Locação de imóveis|7
45.219|Marina Rocha|Marina Rocha|2019-06-27 18:57:07|-247.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.220|Marina Rocha|Marina Rocha|2019-06-30 15:39:11|-533.47|DESPESA COM LOCOMOÇÃO - SEM PARAR|CGMP CENTRO DE GESTAO DE MEIOS DE PAGAMENTO LTDA|VI||Outras despesas com locomoção|20
45.221|Marina Rocha|Marina Rocha|2019-06-19 19:44:50|-235.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.222|Marina Rocha|Marina Rocha|2019-06-13 19:53:27|-280.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.223|Marina Rocha|Marina Rocha|2019-05-10 20:23:09|-250.05|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.224|Marina Rocha|Marina Rocha|2019-05-21 20:23:45|-247.40|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.225|Marina Rocha|Marina Rocha|2019-05-27 18:56:13|-235.47|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.226|Marina Rocha|Marina Rocha|2019-05-29 17:18:36|-265.00|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
45.227|Marina Rocha|Marina Rocha|2019-05-24 19:09:00|-219.26|COMBUSTIVEL|STATUS RIO AUTO SERVIÇOS LTDA|VII||Combustíveis e lubrificantes|23
47|Max Rodrigues Lemos|Max Lemos|2020-05-31 19:50:42|-117.05|internet tim|TIM S.A|IV.c|IV|Acesso à internet|14
47.1|Max Rodrigues Lemos|Max Lemos|2020-05-04 23:52:04|-1469.00|ALUGUEL DE MÓVEIS|Assembleia Legislativa do Estado do Rio de Janeiro|IV.a|IV|Locação de móveis e equipamentos|12
47.2|Max Rodrigues Lemos|Max Lemos|2020-05-31 23:57:01|-1133.95|combustível|ENZO QUEIMADOS LTDS|VII||Combustíveis e lubrificantes|23
47.3|Max Rodrigues Lemos|Max Lemos|2020-05-31 18:48:50|-3869.52|aluguel do imóvel|VIVALDO GOMES DE AGUIAR|III.a|III|Locação de imóveis|7
47.4|Max Rodrigues Lemos|Max Lemos|2020-05-08 17:10:43|-186.89|light|light|III.d|III|Serviços de energia elétrica, água e esgoto|10
47.5|Max Rodrigues Lemos|Max Lemos|2020-05-19 15:14:19|-1450.00|locação de veiculo|FREEWAY TRANSPORTES EIRELE|VI.a|VI|Locação ou fretamento de veículos automotores|21
47.6|Max Rodrigues Lemos|Max Lemos|2020-05-18 16:55:53|-256.74|combustível|Galápagos Centro Automotivo Ltda.|VII||Combustíveis e lubrificantes|23
47.7|Max Rodrigues Lemos|Max Lemos|2020-05-04 17:40:09|-10.00|tarifa cartão|BANCO ITAU|XI||Tarifas bancárias da conta corrente prevista no inciso II do art. 3º|28
47.8|Max Rodrigues Lemos|Max Lemos|2020-05-08 16:52:02|-397.41|light|light|III.d|III|Serviços de energia elétrica, água e esgoto|10
